Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-11-12,BO,0,0,0,2015-W45,2015-12-17
2015-11-12,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-11-12,BONTHE,0,0,0,2015-W45,2015-12-17
2015-11-12,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-11-12,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-11-12,KENEMA,0,0,0,2015-W45,2015-12-17
2015-11-12,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-11-12,KONO,0,0,0,2015-W45,2015-12-17
2015-11-12,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-11-12,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-11-12,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-11-12,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-11-12,WESTERN,0,0,0,2015-W45,2015-12-17
2015-11-19,BO,0,0,0,2015-W45,2015-12-17
2015-11-19,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-11-19,BONTHE,0,0,0,2015-W45,2015-12-17
2015-11-19,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-11-19,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-11-19,KENEMA,0,0,0,2015-W45,2015-12-17
2015-11-19,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-11-19,KONO,0,0,0,2015-W45,2015-12-17
2015-11-19,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-11-19,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-11-19,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-11-19,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-11-19,WESTERN,0,0,0,2015-W45,2015-12-17
2015-11-26,BO,0,0,0,2015-W45,2015-12-17
2015-11-26,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-11-26,BONTHE,0,0,0,2015-W45,2015-12-17
2015-11-26,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-11-26,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-11-26,KENEMA,0,0,0,2015-W45,2015-12-17
2015-11-26,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-11-26,KONO,0,0,0,2015-W45,2015-12-17
2015-11-26,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-11-26,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-11-26,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-11-26,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-11-26,WESTERN,0,0,0,2015-W45,2015-12-17
2015-12-03,BO,0,0,0,2015-W45,2015-12-17
2015-12-03,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-12-03,BONTHE,0,0,0,2015-W45,2015-12-17
2015-12-03,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-12-03,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-12-03,KENEMA,0,0,0,2015-W45,2015-12-17
2015-12-03,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-12-03,KONO,0,0,0,2015-W45,2015-12-17
2015-12-03,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-12-03,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-12-03,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-12-03,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-12-03,WESTERN,0,0,0,2015-W45,2015-12-17
2015-12-10,BO,0,0,0,2015-W45,2015-12-17
2015-12-10,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-12-10,BONTHE,0,0,0,2015-W45,2015-12-17
2015-12-10,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-12-10,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-12-10,KENEMA,0,0,0,2015-W45,2015-12-17
2015-12-10,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-12-10,KONO,0,0,0,2015-W45,2015-12-17
2015-12-10,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-12-10,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-12-10,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-12-10,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-12-10,WESTERN,0,0,0,2015-W45,2015-12-17
2015-12-17,BO,0,0,0,2015-W45,2015-12-17
2015-12-17,BOMBALI,0,0,0,2015-W45,2015-12-17
2015-12-17,BONTHE,0,0,0,2015-W45,2015-12-17
2015-12-17,KAILAHUN,0,0,0,2015-W45,2015-12-17
2015-12-17,KAMBIA,0,0,0,2015-W45,2015-12-17
2015-12-17,KENEMA,0,0,0,2015-W45,2015-12-17
2015-12-17,KOINADUGU,0,0,0,2015-W45,2015-12-17
2015-12-17,KONO,0,0,0,2015-W45,2015-12-17
2015-12-17,MOYAMBA,0,0,0,2015-W45,2015-12-17
2015-12-17,PORT.LOKO,0,0,0,2015-W45,2015-12-17
2015-12-17,PUJEHUN,0,0,0,2015-W45,2015-12-17
2015-12-17,TONKOLILI,0,0,0,2015-W45,2015-12-17
2015-12-17,WESTERN,0,0,0,2015-W45,2015-12-17
